0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.7625760743181984,-1.8894770961618381,-0.16626571833529097,0.6828111150641668,1.00116890306325,0.8263238560420284,1.2066044012225836,2.6371522351063685,-3.034796361458602,0.05615753190484263,0.7489751319787926,-0.3869008045156,0.8654334936774707,2.630217281447808,2.958064372928433,-2.0613807882798794,-0.12596450130796166,0.6221152894601406,1.0826772651583894,0.7887428538250858,2.6416127664774427,2.648741771072452,-1.1327700230628543,-0.2584754956452543,0.802131216618296,1.2593802229705457,0.8956177848939223,0.9250261410523444
1.9106437363959539,-1.881327800205615,-0.010107257582633478,0.5124522432160316,-0.053318847302418454,0.7158576976019966,0.14615181408232214,1.1299465195968004,-2.474190942262022,0.3295093316822192,0.5587151441830224,-1.1872179319247416,0.7474725039645421,0.7704401974949318,1.909167888867589,-1.368971552171639,-0.04390049007130962,0.5597749075109224,0.4076433418519176,0.7481810659933346,-0.5236084774954928,2.1733303516288034,-1.3903454539071467,-0.05566371186305223,0.5396390991117933,0.20224366964989932,0.7346013198407646,-0.335463519755987
1.7813468069901048,-2.0713753207945875,0.11952351773859818,0.48461353968452886,-0.42231529726396316,0.6961418962284406,-0.014234493048754793,1.3338756844902666,-2.410026741270701,0.24069796028818197,0.572852623530149,-1.1825035931840377,0.7568702818384065,0.823083449036949,2.0702323493228536,-1.257206771804227,0.017514676397103003,0.5617682770867233,0.4529478981886048,0.7495120259787186,-0.4103238432229621,1.9683396588373192,-1.4249746688695826,-0.1391574881283489,0.5759792874655885,0.3529428797633486,0.7589329927375594,-0.5218020219626145
1.6195793362734936,-1.7744198647106493,0.036691670629329605,0.4896195839748546,-0.22041298503878143,0.6997282215080757,0.014343437007783955,1.1392908717838597,-2.4803566948612237,0.21154729070221898,0.5674497609420496,-1.16555688883622,0.7532926130940417,0.9588062974264857,1.907152904323824,-1.2936166737540835,-0.06754982714342822,0.5809462856139616,0.44000194668133125,0.7621983243316411,-0.45838002056269245,2.1451667519120834,-1.463367683960477,-0.08454369630157756,0.5331667517578458,0.5013815361898409,0.7301826838249766,-0.05078018569974496
1.877952358407282,-1.920751489235896,0.04164670100364687,0.43038624653442303,-0.06995854760429586,0.6560382965455774,0.3730216547029328,1.3421303291334366,-2.404732408446579,0.28893908656600586,0.5208363422363866,-1.0433216425803769,0.7216899211132068,0.4400717738786679,2.075190457646659,-1.564892855982146,-0.032667349776350954,0.5892885199404949,0.32517097654874233,0.7676513010087945,-0.35726007199203913,2.210238324140441,-1.3695468453998112,-0.10698411015634472,0.5553101226642514,0.3190144998217804,0.7451913329234656,-0.2946055051787284
1.8406364958514712,-1.88621590181276,0.10376113606652253,0.4784189316312135,-0.2892536303605008,0.6916783440525036,0.103633200116795,1.374482242285373,-2.6697596146978815,0.2649082796081298,0.5871113536498187,-1.2745151114680078,0.766231918970894,1.1856318226786131,1.9422444473145348,-1.466017498258944,-0.027127243847328487,0.5402896671709677,0.36680402502989917,0.7350439899563616,-0.53356214512766,2.4765481084904075,-1.2283067424969865,-0.09748806341221554,0.5543114820230278,0.7990847275472939,0.7445209748711099,0.4776607429114903
1.787743496146252,-2.278493256913873,0.06552301584068786,0.4662485258172564,-0.5703946544846272,0.6828239347132293,0.6996724485426582,1.2129869102088982,-2.3200809754570026,0.25586546677220817,0.5431701183691806,-1.11069527369406,0.7370007587303968,0.5225935505336383,1.8845762195697229,-1.6724794983091946,0.0019400207290288906,0.5657796211515669,0.1716667121108319,0.7521832364202002,-0.5821527793873544,2.0173580543819454,-1.4128399366587199,-0.09094549571293088,0.5819727452649591,0.3544130526875832,0.7628713818626041,-0.40510876204467294
1.582578536092702,-1.9248830029083988,0.10668038399535992,0.45515042632482167,-0.34394635702656434,0.6746483723576465,0.006814380505988815,1.4750721487136778,-2.456002120564336,0.2788765278736423,0.5600282509863082,-1.0421729827210509,0.7483503531009444,0.6590439755066404,1.7687517213405666,-1.3799902836701825,-0.03723772539323163,0.5771805799018491,0.39115995322004427,0.7597240156147818,-0.5789405890195085,2.1667085731499722,-1.2959480411760125,-0.1118791335653592,0.5428265337911742,0.3884874948191155,0.7367676253685244,-0.26392505488889784
1.6899702182514933,-1.8212585212654073,0.12235824563001019,0.4833124282097377,-0.3247252085235346,0.6952067521318659,-0.017694007907816278,1.2722595111916288,-2.356287581007199,0.28568272998048483,0.5409623666502247,-1.170643634356581,0.7355014389178478,0.756434269434989,1.9078565630003195,-1.4120868269441575,0.016637351577109348,0.550123394724651,0.37843745365332226,0.741703036750323,-0.5168320157647788,1.6241869844659143,-1.3455451762663955,-0.09224886794762224,0.5516970331080719,0.25902758294886574,0.742763106991773,-0.7365399853874135
1.5339030187075786,-1.939325825623343,0.0696754606151137,0.4340835925562301,-0.4646663245286811,0.6588502049451226,0.1301725734429522,1.5283645013949976,-2.521480493461402,0.24591052890413795,0.6071091542358403,-0.9714536622352005,0.7791720953908965,0.49934868622355433,1.7366993353554072,-1.5235385879532262,-0.05494220997718417,0.4813403581538014,0.38513692736393074,0.6937869688555712,-0.5100320237717062,2.051837591623155,-1.400968054152037,-0.1271895646750233,0.5565493696574981,0.42326859105219505,0.746022365386922,-0.43142560534622687
