0,1,2,3,4
0.6505287917,0.6886008596,-1.68207145,1.898680385,2.628406877
0.6604607917,2.104127569,-2.483226534,2.09383647,3.870131523
0.6703927917,2.211360242,-2.276209079,1.290505053,3.425878746
0.6803247917,1.312929125,-1.19676103,0.7496533924,1.928211622
0.6902567917,0.1282848416,-0.2787578201,-0.2207926172,0.3780374356
0.7001887917,-1.003624135,0.6519981667,-2.33088727,2.620190542
0.7101197917,-2.249846323,1.983463258,-3.373124809,4.513746332
0.7200517917,-2.694679393,3.843423088,-2.522748449,5.328926515
0.7299837917,-1.981755578,5.961129938,0.8615702695,6.340719884
0.7399157917,-0.4141506467,7.640592946,6.745318156,10.20046559
0.7498477917,1.110822382,8.147144254,13.55209172,15.8514692
0.7597797917,1.717390387,7.338785986,19.85088082,21.23357433
0.7697117917,2.014369885,5.570621302,25.09106895,25.78083103
0.7796427917,2.665825138,3.962500758,29.27162699,29.65866118
0.7895747917,3.286657938,3.032511341,31.59975204,31.91461381
0.7995067917,3.81313071,2.857454183,32.28436978,32.63411623
0.8094387917,4.837827187,3.1813987,30.47940447,31.0245059
0.8193707917,6.045930353,2.809870419,26.77979394,27.59721017
0.8293027917,6.188529909,2.269080446,22.31091671,23.26421357
0.8392337917,4.77651913,2.783748567,16.84008633,17.72435891
0.8491657917,2.688442753,3.669451465,11.57437276,12.43618524
0.8590977917,0.7562557029,3.807075626,8.144616503,9.022223977
0.8690297917,-0.005863660946,3.322680879,6.129344977,6.972023555
0.8789617917,0.1408668072,2.80886996,4.422408827,5.240924894
0.8888937917,0.4334312922,2.397313979,2.400581403,3.420200004
0.8988247917,0.7116140386,2.021155579,1.341812616,2.528225764
0.9087567917,1.181083694,1.444603744,0.7523068589,2.011915574
0.9186887917,1.978851266,1.261412816,-1.435459868,2.750919784
0.9286207917,2.851405823,1.5556871,-5.033021278,5.990156985
0.9385527917,3.135750073,1.58359206,-8.715226398,9.396587865
0.9484847917,2.626816608,0.5842532033,-11.33022695,11.6454094
0.9584167917,1.430124283,-1.4932479,-12.11471981,12.28989344
0.9683477917,-0.04968116015,-3.522743655,-11.31226197,11.84818391
0.9782797917,-1.362840958,-4.779426074,-10.16715729,11.31686071
0.9882117917,-2.179989784,-5.166018537,-9.814253265,11.30308233
0.9981437917,-2.224500251,-5.220083063,-10.33044429,11.78625249
1.008075792,-1.743075597,-4.964831049,-11.49547395,12.64253855
1.018007792,-1.043392875,-4.483549945,-12.59800856,13.41270697
1.027938792,-0.3340555964,-4.013736985,-13.25597118,13.85432963
1.037870792,-0.0627246172,-3.701144251,-13.38024322,13.88284235
1.047802792,-0.3916094111,-3.513138142,-13.11899664,13.58688965
1.057734792,-0.9992933942,-3.499169728,-12.37520625,12.89916687
1.067666792,-1.451349676,-3.869992836,-11.12963471,11.87232198
1.077598792,-1.904538856,-4.559106789,-9.638053853,10.83073428
1.087530792,-2.279770765,-4.932988282,-8.57686198,10.15353582
1.097461792,-2.241221972,-4.821504684,-7.946073711,9.560861403
1.107393792,-2.094046969,-4.675202671,-7.488347238,9.072921088
1.117325792,-2.016709064,-4.558465349,-7.025402709,8.614116613
1.127257792,-1.693588857,-4.273477321,-6.622812556,8.061792467
1.137189792,-1.28653377,-4.061707542,-6.704217492,7.943498567
1.147121792,-1.060776063,-4.041113064,-6.957993668,8.11600373
1.157052792,-1.126536481,-4.157926691,-6.779238439,8.032154918
1.166984792,-1.209325673,-4.3084808,-5.913652301,7.415979971
1.176916792,-1.181899162,-4.501581589,-5.097223706,6.902377267
1.186848792,-1.255387991,-4.586480529,-5.08695658,6.963399306
1.196780792,-1.271735783,-4.363959767,-5.801529018,7.370155744
1.206712792,-1.412931861,-3.857409628,-6.547890428,7.729867692
1.216644792,-1.611498481,-3.440231256,-7.262956955,8.196503046
1.226575792,-1.758521164,-3.159401768,-8.190241157,8.952891512
1.236509042,-1.727507532,-3.060877061,-9.026893517,9.687004554
1.246441042,-1.520109716,-2.918956659,-9.564080728,10.11447881
1.256373042,-1.329088051,-2.675064616,-9.770375758,10.21678463
1.266305042,-1.341845653,-2.508497322,-9.623897159,10.03556202
1.276237042,-1.421576531,-2.450314896,-9.651665586,10.05880567
1.286169042,-1.345864006,-2.404054649,-9.514182928,9.905074733
1.296100042,-1.001042589,-2.321636682,-9.028285739,9.375608063
1.306032042,-0.5209344359,-2.278766359,-7.974216945,8.309770435
1.315964042,-0.2991603635,-2.47543161,-7.21107461,7.629997092
1.325896042,-0.3130600722,-2.606769137,-7.586785113,8.028235192
1.335828042,-0.8844156334,-2.850591598,-8.054959391,8.59013587
1.345760042,-1.558480461,-2.737158538,-8.938766037,9.477469941
1.355691042,-1.833192447,-2.330128301,-10.02657853,10.45573381
1.365623042,-1.955863376,-2.030967499,-10.9708945,11.32743381
1.375555042,-2.243349628,-2.179896374,-11.4756168,11.89429892
1.385487042,-2.665533947,-2.543850465,-11.29870461,11.88431623
1.395419042,-2.831339348,-2.717254031,-10.14271827,10.87541658
1.405351042,-2.457734427,-2.676112145,-7.725840088,8.537601524
1.415283042,-1.42285941,-2.406518373,-3.503903634,4.482543949
1.425214042,-0.4424272335,-1.504460667,0.8225412744,1.770795839
1.435146042,-0.3326748495,-0.08824354738,3.476984223,3.493977499
1.445078042,-1.576858114,1.519406881,3.49317984,4.122788398
1.455010042,-3.584128895,2.815005736,1.619886897,4.836762428
1.464942042,-4.737593339,3.598767399,0.6428458124,5.984076217
1.474874042,-3.149933664,4.2819207,3.774729121,6.519624752
1.484806042,0.3577974115,4.647648252,11.25599304,12.18302231
1.494737042,3.465435972,4.982393746,19.15734257,20.09570273
1.504669042,5.380144159,5.224047475,25.37645751,26.46131552
1.514601042,5.413422418,4.966905642,28.26335418,29.2026109
1.524533042,4.273982228,4.830315561,29.12299311,29.82863725
1.534465042,3.416185167,4.695904738,32.41522111,32.93126784
1.544397042,3.738339559,4.703415486,36.37535784,36.8681971
1.554328042,3.400245949,4.488535866,39.67989773,40.07746138
1.564260042,2.127178463,2.545813083,43.75144029,43.87703932
1.574192042,2.147623691,-0.1352920718,47.36885533,47.41770816
1.584124042,3.303389745,-2.088800117,48.57367646,48.73066298
1.594056042,5.257657855,-2.866420888,45.67075842,46.06167072
1.603988042,7.52706633,-2.606857138,38.65550297,39.46771264
1.613920042,8.805568219,-1.74718926,29.70350468,31.03045105
1.623851042,8.900588397,-0.9542541924,20.759765,22.60749694
1.633783042,8.315784971,-0.08985343203,12.020451,14.61682577
1.643715042,6.479356382,0.9917734364,4.649383121,8.036319872
1.653647042,4.163371326,1.915467741,-0.8190282673,4.655479005
1.663579042,2.266740244,2.302050557,-4.27769024,5.360613947
1.673511042,1.383463649,1.551168372,-5.951258669,6.303774641
1.683443042,1.260876773,-0.008825787306,-6.664609038,6.782838769
1.693374042,0.7917203815,-1.110367834,-7.453510696,7.577239576
1.703306042,-0.4557539881,-2.228642857,-8.57688186,8.873413274
1.713238042,-1.972721045,-3.563995469,-10.24085325,11.02128701
1.723170042,-2.878821955,-4.318421944,-12.16812828,13.22874634
1.733102042,-2.92761083,-4.553757171,-13.85726024,14.87720642
1.743034042,-2.130908694,-4.517115302,-14.92411982,15.73767629
1.752966042,-0.7293544909,-4.395370425,-14.99552134,15.64342991
1.762897042,0.2784920642,-4.190492467,-14.00884346,14.6248241
1.772829042,0.4859000393,-4.24386205,-12.89494654,13.5840388
1.782761042,0.2480277783,-4.345224703,-12.08249931,12.84247971
1.792693042,-0.157897042,-4.402007599,-11.61266735,12.42000988
1.802625042,-0.5879894279,-4.282264224,-11.80134413,12.56802458
1.812557042,-1.005828973,-3.941904525,-12.34200108,12.99520273
1.822489042,-1.323034283,-3.571061537,-12.86724009,13.41897045
1.832420042,-1.59637802,-3.246513002,-13.0529921,13.54506819
1.842352042,-1.725838298,-3.013840304,-12.7668013,13.23075835
1.852284042,-1.648057612,-2.884554565,-12.14137025,12.58767733
1.862216042,-1.37076145,-2.724281215,-11.31861672,11.72227706
1.872148042,-1.15695684,-2.388873523,-10.51065431,10.84062359
1.882080042,-0.9155397776,-2.049177775,-9.906655644,10.15771474
1.892011042,-0.746048584,-1.823163595,-9.306472287,9.512672621
1.901943042,-0.6822881325,-1.70913558,-8.828847154,9.018603195
1.911875042,-0.7442437678,-1.491228126,-8.668757406,8.82751466
1.921807042,-0.9207128093,-1.299662962,-8.605089414,8.751251322
1.931739042,-1.059270916,-1.341181409,-8.325704772,8.499304818
1.941671042,-1.159119871,-1.517164181,-7.713888379,7.946660931
1.951603042,-1.179498514,-1.724293464,-7.057629638,7.360335645
1.961535042,-1.235234247,-1.797127697,-6.407731499,6.768640526
1.971466042,-1.158201201,-1.769209289,-5.798221833,6.171783207
1.981398042,-1.006929054,-1.730672484,-5.477008549,5.831531189
1.991330042,-0.905172518,-1.725723546,-5.342544224,5.686847794
2.001262042,-0.7396320688,-1.644767969,-5.620082899,5.902342676
2.011194042,-0.6412022332,-1.38139695,-6.276132309,6.4582687
2.021126042,-0.5997698133,-1.169156178,-7.06157417,7.182790527
2.031058042,-0.6973564073,-1.232136246,-7.673986979,7.803495489
2.040989042,-0.9256810422,-1.323228264,-8.204544032,8.361959172
2.050921042,-1.005256385,-1.358695428,-8.625700849,8.789727459
2.060853042,-0.9711997157,-1.368619176,-8.766188391,8.925379893
2.070785042,-0.9655717707,-1.382768853,-8.637987018,8.801090743
2.080717042,-0.8680321737,-1.367826294,-8.405589432,8.560278169
2.090649042,-0.5706805001,-1.251608497,-8.135376148,8.250851176
2.100581042,-0.2103918824,-1.160301594,-7.957632487,8.04453102
2.110512042,-0.02623499483,-1.004094397,-8.07938555,8.141582444
2.120444042,0.01312641442,-0.8504269382,-8.458466388,8.501120627
2.130376042,0.00865914166,-0.7888756379,-8.71105441,8.746706162
2.140308042,-0.01264752746,-0.7714734471,-8.684098161,8.718307869
2.150240042,-0.01020280659,-0.8506456241,-7.998253679,8.043367702
2.160172042,-0.01546237707,-1.159310783,-6.841537598,6.939083317
2.170104042,-0.4447674353,-1.631762007,-5.325471523,5.587585549
2.180035042,-1.375688898,-2.021330118,-3.9418098,4.638551487
2.189967042,-2.201249236,-1.491181933,-3.32993552,4.261172646
2.199899042,-3.349953462,-0.5924814051,-3.405192109,4.813372592
2.209831042,-4.853224952,0.618892255,-3.55372542,6.046964893
2.219763042,-5.434122146,2.024675457,-2.189268292,6.198539332
2.229695042,-4.545357938,3.893062148,-0.1419657183,5.986348298
2.239624958,-2.517393569,5.661588775,3.912419356,7.327883941
2.249555958,0.1295076406,6.325672844,12.06445013,13.62284354
2.259487958,2.215500217,5.53923988,20.27303108,21.13261481
2.269419958,2.647874478,3.967123566,28.46708053,28.86388717
2.279351958,1.933684887,3.333697034,35.46339334,35.67218721
2.289283958,1.933104113,3.373737012,39.15806414,39.35064142
2.299215958,3.44646468,4.049891196,40.62649178,40.97305909
2.309147958,5.441431165,4.206601546,42.84664681,43.39515887
2.319078958,6.445574094,2.80357326,45.50538513,46.045038
2.329010958,5.417259361,-0.7514413248,47.35092543,47.6657267
2.338942958,3.82729559,-5.461788247,47.80244742,48.26544625
2.348874958,3.321767544,-8.435726566,43.75862535,44.68795044
2.358806958,3.38722303,-7.676993033,34.97334989,35.9658825
2.368738958,3.444083694,-4.65756893,25.40154674,26.05366074
2.378670958,3.870253329,-1.919605962,18.32595738,18.82828887
2.388601958,4.346169613,-0.8036969409,10.9373385,11.79663056
2.398533958,4.360675678,0.1527543428,3.095140575,5.349646852
2.408465958,4.455585929,1.664723346,-2.780243454,5.509383219
2.418397958,4.839033175,2.92167766,-5.534163328,7.910714643
2.428329958,4.277009624,3.020855209,-6.359883149,8.238112112
2.438261958,2.493093125,1.66308174,-6.597984109,7.246706045
2.448193958,0.2378246793,-0.5896572,-6.944246864,6.97329339
2.458125958,-1.632244695,-2.044469013,-7.693897918,8.126508565
2.468056958,-2.516808555,-2.171601076,-8.509642389,9.135873802
2.477988958,-3.007739904,-2.089502221,-9.070504391,9.781951174
2.487920958,-3.220631179,-2.199827194,-9.338754764,10.12047654
2.497852958,-3.103583955,-1.756625204,-9.808311909,10.43651992
2.507784958,-2.257129322,-0.5901311168,-11.10432095,11.34675421
2.517716958,-1.053512798,0.5169559903,-13.31716463,13.36876982
2.527648958,-0.1250115703,1.096178395,-15.3872193,15.42672204
2.537579958,0.4364551798,1.325496399,-16.08614634,16.14656428
2.547511958,0.3995741594,1.166043559,-15.30654293,15.35609239
2.557443958,0.07294576943,0.480639811,-13.25045725,13.25937227
2.567375958,-0.3100350883,-0.5368670753,-10.85888173,10.87656474
2.577307958,-1.03132583,-1.273769298,-9.596890039,9.735831738
2.587239958,-1.751516492,-1.458354056,-9.479075076,9.749229245
2.597171958,-2.075447269,-1.406950014,-9.619193659,9.940617504
2.607103958,-2.044872617,-1.383093666,-9.77867705,10.08548348
2.617034958,-2.073436119,-1.283996079,-10.00007427,10.29316611
2.626966958,-2.059024194,-1.186869441,-10.46306616,10.72958495
2.636898958,-2.037252671,-1.213354989,-11.06708822,11.31826269
2.646830958,-2.081113221,-1.322236138,-11.47444502,11.73636354
2.656762958,-2.004148368,-1.409204115,-11.35108982,11.61248066
2.666694958,-1.937640675,-1.51687416,-10.917962,11.19183867
2.676626958,-1.878740064,-1.727931163,-10.51826855,10.82355689
2.686557958,-1.779482555,-1.975355801,-10.36454759,10.70011381
2.696489958,-1.625404914,-2.129865405,-10.17386521,10.52073197
2.706421958,-1.459803581,-2.125234848,-9.711777302,10.04819725
2.716353958,-1.21494397,-2.077505635,-8.906618046,9.226048099
2.726285958,-1.057629676,-2.064814107,-8.032424222,8.360734221
2.736217958,-1.101062355,-2.188785019,-7.343269047,7.741234944
2.746149958,-0.94673058,-2.195169594,-6.793406827,7.201766773
2.756081958,-0.7346779422,-1.961096781,-6.23139,6.573878124
2.766012958,-0.3940637434,-1.706586194,-5.982159449,6.233294021
2.775944958,0.07670618691,-1.504389039,-6.19705515,6.377504429
2.785876958,0.4158478376,-1.278673504,-6.452185541,6.590799163
2.795808958,0.5540832516,-1.140538078,-6.898502927,7.014070002
2.805740958,0.6687665194,-1.001445681,-7.554090407,7.649472138
2.815672958,0.7879481234,-0.8583480151,-8.427458019,8.507624358
2.825604958,0.7764487698,-0.8077297655,-9.272537386,9.339981244
2.835536958,0.5906886488,-0.7682788208,-9.970732942,10.01771834
2.845467958,0.2259408713,-0.7675403906,-10.52956304,10.55991786
2.855399958,-0.2726600513,-0.9232811256,-10.84372926,10.88637937
2.865331958,-0.6802943051,-1.196805176,-10.88670161,10.97339578
2.875263958,-0.8681852976,-1.2926311,-10.92350867,11.03393323
2.885195958,-0.9630232617,-1.076356554,-10.74807348,10.844678
2.895127958,-1.166324153,-0.8501921725,-10.31649751,10.4169698
2.905059958,-1.394051348,-1.213197187,-10.26555189,10.4305696
2.914990958,-1.345778782,-1.621844837,-11.03667802,11.23609197
2.924922958,-1.302692112,-1.690029218,-10.85960795,11.0672621
2.934854958,-1.683340004,-1.391463517,-8.842059522,9.107789023
2.944786958,-2.3242729,-1.344062917,-5.955615429,6.532848137
2.954718958,-2.554805516,-1.06541422,-3.964296438,4.835057904
2.964650958,-2.534594908,0.1885450036,-3.620969569,4.423928253
2.974582958,-2.651982147,2.789461297,-4.858412309,6.19824764
2.984514958,-3.211664473,5.476413887,-5.87194879,8.647871434
2.994445958,-4.269853509,5.487217203,-2.978093351,7.563745212
3.004377958,-4.792742523,3.757542108,6.27171123,8.742074429
3.014309958,-3.803340425,3.097275394,19.39659426,20.00715827
3.024241958,-1.118453217,3.076499067,33.029284,33.19110401
3.034173958,2.319510342,2.750175609,43.62022409,43.76833951
3.044105958,6.843774742,1.079563021,49.57450928,50.05631508
3.054037958,10.63819612,-1.600939871,57.12318984,58.12738634
3.063968958,12.70155456,-5.652510388,70.29567096,71.65725168
3.073900958,12.09224779,-11.20340201,82.48212441,84.11325414
3.083832958,9.57086876,-14.88596674,80.39671729,82.32147767
3.093764958,7.450425121,-13.0354984,63.90346674,65.64362966
3.103696958,6.706842892,-8.647146097,41.91015676,43.31531042
3.113628958,6.260902652,-4.117413381,21.20613443,22.49115676
3.123560958,4.180346378,-0.3154355767,6.254084213,7.529167603
3.133492958,1.687900686,1.572937117,-1.635055743,2.827816681
3.143423958,1.009114231,1.677176746,-4.406554102,4.82171675
3.153355958,2.500341918,1.644827318,-5.68534075,6.424972066
3.163287958,4.083092564,2.06698167,-7.35514708,8.662692808
3.173219958,3.356439779,1.555452627,-8.65741907,9.414670776
3.183151958,1.252854539,0.1578440516,-9.05478649,9.142413118
3.193083958,-0.4397179261,-1.336884875,-8.687067962,8.800327425
3.203015958,-1.161249939,-2.096051687,-8.68868764,9.013058693
3.212947958,-1.339962849,-2.051170214,-9.417460041,9.730948223
3.222878958,-1.066577889,-1.802204835,-10.51047539,10.71707159
3.232811917,-0.08892675798,-1.395229562,-12.05307379,12.13388483
3.242743917,0.7496952,-0.5578058814,-13.66500379,13.6969164
3.252675917,0.9043312499,0.1352089682,-15.00412844,15.03196483
3.262607917,0.8151909589,0.5207867937,-15.88870809,15.91812803
3.272539917,1.179734157,0.6630628529,-16.30752427,16.36358068
3.282471917,1.615010465,0.6191871008,-16.06334454,16.15619662
3.292402917,1.705608686,0.5370166178,-15.18100204,15.28595142
3.302334917,1.409193883,0.2913071144,-14.04696965,14.12048312
3.312266917,0.9076071525,-0.02600139856,-12.51863845,12.55152323
3.322198917,0.4971791721,-0.3525843264,-11.16130791,11.17793796
3.332130917,0.02947943207,-0.6705816413,-10.39616115,10.41780761
3.342062917,-0.5671464064,-0.9690704522,-10.065107,10.12754321
3.351994917,-1.07596194,-1.254826366,-10.04556795,10.18065414
3.361926917,-1.169191846,-1.393203648,-10.14940748,10.31108618
3.371858917,-1.087674278,-1.419496238,-10.27884729,10.43325005
3.381789917,-1.118681259,-1.389978909,-10.56410254,10.71371792
3.391721917,-1.342793925,-1.438036589,-10.9356966,11.11127828
3.401653917,-1.609644767,-1.663176173,-11.25255956,11.48813335
3.411585917,-1.858613363,-1.862232935,-11.4679359,11.76587901
3.421517917,-2.198158691,-1.992522056,-11.61389877,11.9868549
3.431449917,-2.350243746,-1.904520584,-11.72297741,12.10698326
3.441381917,-2.229486464,-1.677876073,-11.57033702,11.90204086
3.451313917,-2.052397837,-1.546562228,-11.21924329,11.50980502
3.461244917,-1.810659032,-1.464257843,-10.83311773,11.08056753
3.471176917,-1.471911702,-1.384997081,-10.53152536,10.7237012
3.481108917,-1.083892811,-1.273535117,-10.2363392,10.37204684
3.491040917,-0.7334180865,-1.142155783,-9.890332557,9.983040619
3.500972917,-0.3630601614,-1.070987202,-9.578107029,9.644633768
3.510904917,0.07909014241,-0.9975023921,-9.339642956,9.393093038
3.520836917,0.5516311852,-0.930682312,-9.221356122,9.284604206
3.530768917,0.8898297165,-0.9432788225,-9.304918097,9.394842875
3.540699917,0.9445190169,-1.005634334,-9.499540331,9.599202211
3.550631917,0.9277076872,-1.085395984,-9.652366083,9.757402164
3.560563917,0.8169373029,-1.207328191,-9.720503102,9.829201823
3.570495917,0.7662441359,-1.395724383,-9.901996583,10.02919304
3.580427917,0.712604557,-1.524097079,-10.17000137,10.30822997
3.590359917,0.5659913986,-1.584723496,-10.45000699,10.58462757
3.600291917,0.3546081939,-1.597912475,-10.83363462,10.95658297
3.610223917,0.1853718659,-1.644516538,-11.14120284,11.26344522
3.620154917,-0.06450246312,-1.731035742,-11.16549802,11.29907038
3.630086917,-0.3729357798,-1.86397526,-10.91566404,11.07994613
3.640018917,-0.5039245201,-1.8772882,-10.38848726,10.56876618
3.649950917,-0.4443265553,-1.615802032,-9.719089245,9.862501612
3.659882917,-0.1935098013,-1.186872511,-9.085179148,9.164419924
3.669814917,0.01188833959,-0.9587363025,-7.859664727,7.917931943
3.679746917,-0.2103713075,-1.007183481,-5.856730242,5.946424453
3.689678917,-0.8411389285,-0.9771312775,-3.209606838,3.458883676
3.699610917,-2.601485593,-0.5824180546,-1.043046793,2.862670902
3.709541917,-4.508579536,0.6348450673,-0.8330060363,4.628630116
3.719473917,-5.43973021,1.994850271,-0.3047557104,5.801979697
3.729405917,-4.755671175,2.333982201,4.551594871,6.98433226
3.739337917,-1.464084327,1.438298545,13.95199449,14.10214154
3.749269917,3.314141021,0.7906121148,25.99750432,26.21981749
3.759201917,7.980411485,0.2471570913,36.70831467,37.56658648
3.769133917,10.71235869,-1.579178874,42.69214467,44.04392865
3.779065917,10.73419804,-3.120945507,46.6211976,47.94266757
3.788996917,11.36972022,-3.555612024,50.4905294,51.87683948
3.798928917,13.58082026,-3.314947937,55.35810255,57.09594623
3.808860917,13.7398692,-3.393130765,57.57058136,59.2846454
3.818792917,10.71370355,-4.414703074,53.18009892,54.42789696
3.828724917,7.097376087,-5.042742859,43.53071491,44.39285014
3.838656917,4.185253361,-4.38636045,31.84687175,32.41881774
3.848588917,2.451770998,-2.634416527,21.68569967,21.98228609
3.858520917,2.153907547,-0.4763904932,14.04026289,14.21250321
3.868451917,2.58288063,1.222025314,9.192715876,9.62655927
3.878383917,2.726574493,1.557558648,7.027755044,7.697372173
3.888315917,2.44353578,0.6508092816,6.109064494,6.611738714
3.898247917,2.161528516,-0.2166791741,5.531115759,5.94242349
3.908179917,2.071048262,-0.5782266974,4.833615437,5.290314283
3.918111917,1.664644409,-0.7194871683,4.173736686,4.550690136
3.928043917,1.072764244,-0.7664780977,2.909154094,3.193977041
3.937975917,0.754880657,-0.8633083543,0.08758193493,1.150137695
3.947906917,0.4702554484,-0.753930046,-3.570864193,3.679758387
3.957838917,0.3761427583,-0.6120295972,-6.81679452,6.854542372
3.967770917,0.06840789154,-0.6296261349,-9.326335278,9.347814634
3.977702917,-0.430026897,-0.757185264,-11.02067068,11.05501854
3.987634917,-0.9840171048,-0.8278330777,-11.99198442,12.06073329
3.997566917,-1.339360001,-0.7951249959,-12.45224683,12.54928524
4.007498917,-1.439151507,-0.6442461475,-12.80735057,12.90404738
4.017430917,-1.629444463,-0.4433917317,-13.04779276,13.1566174
4.027362917,-1.494909825,-0.06724561125,-13.42688412,13.5100146
4.037293917,-1.579264974,-0.1440341708,-13.94059359,14.03050154
4.047225917,-2.11835633,-0.302509941,-14.60690019,14.76280728
4.057157917,-2.586969295,-0.3224930929,-14.93236439,15.15822939
4.067089917,-2.882391973,-0.1805666971,-14.61344907,14.89609618
4.077021917,-2.957336905,-0.2118791217,-13.87371665,14.18699221
4.086953917,-2.907190599,-0.3972931606,-12.92714365,13.25596628
4.096885917,-2.824297839,-0.660609946,-12.2603225,12.59875278
4.106817917,-2.716566398,-0.8431842846,-11.97797215,12.31107264
4.116748917,-2.752037363,-0.9907166983,-11.75390918,12.11237426
4.126680917,-2.723083413,-1.071304048,-11.54805445,11.91303644
4.136612917,-2.4900324,-1.122881021,-11.50451491,11.82433873
4.146544917,-2.130326457,-1.305930739,-11.5028122,11.77108468
4.156476917,-2.014958992,-1.583687515,-11.62367766,11.90285714
4.166408917,-2.184304006,-1.851594219,-11.63174915,11.97903057
4.176340917,-2.226735203,-2.019979265,-11.46189456,11.84962838
