Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.0179012916632928,-0.642409025430679,0.517171606421471,-1.62079321503639,1.81855065157706
0.0278882916682051,-0.772333864867687,0.308143002390861,-1.14571629881859,1.41566858625968
0.0378742916655028,-0.810044020414352,0.318057541251183,-0.571321501135826,1.04102842046502
0.0478602916628006,-0.738859432339668,0.270265031754971,-0.28823147892952,0.837874592998684
0.0578472916677129,-0.638736389279366,0.154243116974831,-0.174280940294266,0.679815386905597
0.0678332916650106,-0.40899665504694,0.182503879666328,-0.217014731168747,0.497675922139188
0.0778202916626469,-0.0952792096138001,0.325740197896957,-0.325855388045311,0.470496055486908
0.0878062916672207,0.166155357062817,0.427532328665257,-0.324480707645416,0.561853383338286
0.0977922916645184,0.174558975398541,0.508677356243134,-0.129819881916046,0.553241981765112
0.107779291662155,0.0393155086040497,0.527483171224594,0.163315072059631,0.553584698039778
0.117765291666728,0.0227734431624413,0.496622151732445,0.30398914039135,0.58271913370054
0.127751291664026,0.0519051486253738,0.511296616494656,0.472048058509827,0.697816411411771
0.137738291668938,0.0341570949554443,0.556411685943604,0.505671302676201,0.752638118713532
0.147724291666236,0.135157805085182,0.532543351650238,0.467737491130829,0.721559709429286
0.157710291663534,0.406474750936031,0.41652055978775,0.383746916055679,0.697117490425146
0.167697291668446,0.707387671172619,0.267364374250174,0.166687161326408,0.774380807933838
0.177683291665744,0.996394783258438,0.165063681900501,0.0983489978313446,1.01475174725723
0.18767029166338,1.15826968610287,0.0416716441512108,0.645154293179512,1.32648002385225
0.197656291667954,1.27164544343948,-0.13082779571414,1.41641899466515,1.90799392409935
0.207642291665252,1.1462966349721,-0.292418231517076,1.97559699833393,2.3027131600132
0.217629291662888,0.893900109529495,-0.369415098130703,1.99101435184479,2.21351825603397
0.227615291667462,0.622979604899883,-0.398795310258865,1.6456450510025,1.80424192432576
0.23760129166476,0.180769595503807,-0.218692735880613,1.59210619032383,1.61719086092304
0.247588291662396,-0.24183455362916,0.144112158045173,1.14610513865948,1.18017340009302
0.25757429166697,-0.0351303640007973,0.435226825922728,0.0790707278251648,0.443743971763451
0.267560291664267,0.715668205618858,0.50489501170814,-0.614544119238853,1.06993664666303
0.277547291661904,1.60349700495601,0.631241939887405,-0.0134971278905869,1.72332562333327
0.287533291666477,2.48169163942337,0.696803114488721,1.43676847457886,2.95103907515449
0.297519291663775,3.45215840667486,0.169716676846147,2.47526613414288,4.25125203322624
0.307506291668687,3.90389177620411,-0.836695044636726,1.46290260493755,4.25211872242142
0.317492291665985,3.19218681335449,-1.75428251713514,-0.943402052521706,3.76265481196222
0.327479291663622,2.06838383227587,-1.21444154798985,-2.76243634343147,3.65843333991686
0.337465291668195,0.730647456496954,-0.571151054799557,-3.76837085902691,3.88080895745298
0.347451291665493,-0.724981943070889,-0.654345823824406,-3.77800882458687,3.90219399230632
0.357438291663129,-1.99670661628246,-1.08695616692305,-3.31220617711544,4.01734001299864
0.367424291667703,-3.08913548469543,-1.80891509950161,-2.9604207265377,4.64532267535028
0.377410291665001,-4.25765533983707,-2.66526702135801,-1.55062721192837,5.25696890216734
0.387397291662637,-6.20834086060524,-3.47515433639288,4.87036694169045,8.62210345854896
0.397383291667211,-7.63719688296318,-4.74096981346607,3.74387219488621,9.73756386438524
0.407369291664509,-6.16022061467171,-4.90763767898083,-3.77871984601021,8.73567108379259
0.417356291662145,-3.90895780384541,-3.94243018984795,-3.54251338362694,6.58575037389396
0.427342291666719,-2.60727462887764,-4.30287829041481,-3.50366565227509,6.13093105290251
0.437328291664016,-1.14543797135353,-4.08845796883106,-3.78838704764843,5.69028937154404
0.447315291668929,0.762822199165821,-4.0335847735405,-5.13914941191673,6.5774281076179
0.457301291666226,1.6064347922802,-4.65308089971542,-6.00717910051346,7.76646607839051
0.467287291663524,0.192914847135544,-5.55512208759785,-6.34691460907459,8.4368194600363
0.477274291668437,-2.32229507893324,-5.97189349293709,-4.92024486064911,8.07869889359455
0.487260291665734,-4.73987462997437,-6.06998989105225,-2.18591198980808,8.00558555088495
0.497247291663371,-7.19357564806938,-6.44415146648884,0.339940745830536,9.66385939665013
0.507233291667944,-9.9853369474411,-5.56429461479187,1.19003176152706,11.4928022739268
0.517219291665242,-8.2399372279644,-3.16777936577797,-0.929523101449013,8.87667757819161
0.527206291662878,-2.61890357136726,-3.00150969564915,-2.15185254335403,4.52749221286302
0.537192291667452,-0.289630132913589,-4.55630538761616,-1.85844861745834,4.92926319675105
0.54717829166475,0.618153605461121,-5.5820309740305,-2.38199427366257,6.1004164115855
0.557165291662386,-0.00631440818309784,-5.89438631057739,-3.06025374770164,6.64145939160926
0.56715129166696,-2.55638397216797,-5.3107131510973,-2.56363890498877,6.42736474937957
0.577137291664258,-1.95491832017899,-4.30028037250042,-3.97629463165998,6.17454742620476
0.587124291661894,0.719085903167725,-4.25698904961348,-5.38416178107262,6.90132149587502
0.597110291666468,2.56351640582085,-5.03335456967354,-4.87413167148829,7.46079313062434
0.607096291663765,1.96571344971657,-5.30882333099842,-3.37976812273264,6.59321371484267
0.617083291668678,0.054051661491394,-3.73353811830282,-2.50920074254274,4.49870168263103
0.627069291665976,-0.242778148055077,-1.93392652362585,-2.67144080400467,3.30690323373058
0.637055291663273,2.69769480228424,-0.934245312809944,-3.11716674417257,4.22694926179085
0.647042291668186,7.20797967910767,0.429181243479252,-2.8051441141963,7.74648314369776
0.657028291665483,10.725188652277,1.90865631937981,1.25823894739151,10.9661208191946
